StationID,BenSampID,Collection.Date,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Adicrophleps hitchcocki,Aedes,Aeshna,Aeshnidae,Agabus,Agapetus,Agarodes,Agnetina,Agrypnia,Allocapnia,Alloperla,Alluaudomyia,Ameletus,Amercaenis,Amphiagrion,Amphinemura,Amphipoda,Anacaena,Anchytarsus,Ancylidae,Ancyronyx variegatus,Anisocentropus pyraloides,Anisoptera,Anopheles,Anthopotamus,Antocha,Apatania,Apataniidae,Arctopsyche,Argia,Arigomphus,Asellidae,Asioplax dolani,Atherix,Atrichopogon,Attaneuria ruralis,Attenella,Baetidae,Baetis,Baetisca,Basiaeschna janata,Beloneuria,Belostoma,Berosus,Bezzia/Palpomyia,Bidessonotus,Bittacomorpha,Blepharicera,Boyeria,Brachycentridae,Brachycentrus,Brachycercus,Branchiobdellidae,Caenidae,Caenis,Callibaetis,Caloparyphus,Calopterygidae,Calopteryx,Cambaridae,Canace,Capniidae,Centroptilum,Ceraclea,Ceratopogon,Ceratopogonidae,Ceratopsyche,Cercobrachys,Cernotina,Chaoborus,Chauliodes,Chelifera,Cheumatopsyche,Chimarra,Chironomidae,Chloroperlidae,Chromagrion conditum,Chrysops,Cinygmula,Clinocera,Clioperla clio,Coenagrion,Coenagrionidae,Coptotomus,Corbicula,Cordulegaster,Corduliidae,Corixidae,Corydalidae,Corydalus,Crambidae,Crangonyctidae,Cryptolabis,Culex,Culicidae,Culicoides,Cultus,Cyphon,Cyrnellus fraternus,Dannella,Dasyhelea,Desmopachria,Dibusa angata,Dicranota,Didymops transversa,Dineutus,Diphetor hageni,Diplectrona,Diploperla,Dixa,Dixella,Dixidae,Dolichopodidae,Dolophilodes,Dromogomphus,Drunella,Dubiraphia,Dytiscidae,Dytiscus,Eccoptura xanthenes,Ectopria,Elmidae,Empididae,Enallagma,Enochrus,Epeorus,Ephemera,Ephemerella,Ephemerellidae,Ephemeridae,Ephoron,Ephydridae,Epiphragma,Epitheca,Erioptera,Erpetogomphus,Erpobdellidae,Erythemis,Eurylophella,Forcipomyia,Fumonta,Gammarus,Glossiphoniidae,Glossosoma,Glossosomatidae,Goera,Goeridae,Goerita,Gomphidae,Gomphus,Gyrinidae,Gyrinus,Habrophlebia vibrans,Habrophlebiodes,Hagenius brevistylus,Haliplus,Hansonoperla,Haploperla,Helichus,Helicopsyche borealis,Helochares,Helocombus bifidus,Helocordulia,Helodidae,Helophorus,Helopicus,Hemerodromia,Heptagenia,Heptageniidae,Hetaerina,Heterocloeon,Heteroplectron americanum,Heterosternuta,Hexagenia,Hexatoma,Hirudinea,Hyalella,Hybomitra,Hydaticus,Hydatophylax argus,Hydracarina,Hydraena,Hydrobiidae,Hydrobius,Hydrochus,Hydroperla,Hydrophilidae,Hydrophilus,Hydroporus,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Hydroptilidae,Ironoquia,Ischnura,Isogenoides,Isonychia,Isoperla,Iswaeon,Laccophilus,Lanthus,Lepidostoma,Leptoceridae,Leptophlebia,Leptophlebiidae,Lestes,Leucotrichia,Leucrocuta,Leucrocuta/Nixe,Leuctra,Libellula,Libellulidae,Libellulidae/Corduliidae,Limnephilidae,Limnophila,Limonia,Liodessus,Lioporeus,Lumbricidae,Lumbriculidae,Lymnaeidae,Lype diversa,Maccaffertium,Maccaffertium/Stenonema,Macdunnoa,Macromia,Macromiidae,Macronychus glabratus,Macrostemum,Malirekus hastatus,Mallochohelea,Mayatrichia,Micrasema,Microcylloepus,Molanna,Molophilus,Monohelea,Muscidae,Mystacides,Myxosargus,Naididae,Nasiaeschna pentacantha,Nectopsyche,Nemocapnia carolina,Nemouridae,Neoephemera,Neoleptophlebia,Neoperla,Neophylax,Neoplasta,Neoporus,Neotrichia,Neureclipsis,Neurocordulia,Nigronia,Nixe,Notonecta,Nyctiophylax,Ochrotrichia,Odontomyia,Oecetis,Oemopteryx contorta,Oligochaeta,Ophiogomphus,Optioservus,Oreogeton,Ormosia,Orthotrichia,Ostrocerca,Oulimnius,Oxyethira,Pachydiplax longipennis,Palaeagapetus,Palaemonetes,Paracapnia,Paragnetina,Paraleptophlebia,Paraleuctra,Paranemoura,Parapsyche,Pedicia,Peltodytes,Peltoperla,Peltoperlidae,Penelomax septentrionalis,Pericoma,Perithemis,Perlesta,Perlidae,Perlinella,Perlodidae,Petrophila,Philopotamidae,Phoridae,Phryganea,Phryganeidae,Phylocentropus,Physidae,Pilaria,Piscicolidae,Pisidiidae,Planorbidae,Plathemis lydia,Platycentropus,Plauditus,Plectrocnemia,Pleuroceridae,Polycentropodidae,Polycentropus,Potamyia flava,Probezzia,Procloeon,Progomphus,Promoresia,Prosimulium,Prostoia,Prostoma,Protoplasa fitchii,Protoptila,Psephenidae,Psephenus,Pseudocloeon,Pseudolimnophila,Psilotreta,Psychoda,Psychodidae,Psychomyia,Psychomyiidae,Pteronarcys,Ptilostomis,Ptychoptera,Ptychopteridae,Pycnopsyche,Pycnopsyche/Hydatophylax,Ranatra,Rasvena terna,Remenus,Rhantus,Rhithrogena,Rhyacophila,Sanfilippodytes,Sciomyzidae,Scirtidae,Serratella,Serromyia,Setodes,Shipsa,Sialis,Sigara,Simuliidae,Simulium,Siphlonurus,Siphloplecton,Sisyridae,Somatochlora,Soyedina,Sparganophilidae,Sperchopsis tessellata,Sphaeromias,Stactobiella,Stegopterna,Stenacron,Stenelmis,Stenonema,Stilobezzia,Stratiomyidae,Strophopteryx,Stylogomphus,Stylurus,Suwallia,Sweltsa,Sympetrum,Syrphidae,Tabanidae,Tabanus,Taenionema atlanticum,Taeniopterygidae,Taeniopteryx,Tallaperla,Tanysphyrus,Telmatoscopus,Teloganopsis deficiens,Thaumaleidae,Theliopsyche,Timpanoga hecuba,Tipula,Tipulidae,Triaenodes,Trichoclinocera,Tricladida,Tricorythodes,Tropisternus,Tsalia berneri,Tubificidae,Unionidae,Valvatidae,Viehoperla ada,Viviparidae,Wiedemannia,Wormaldia,Yugus,Zapada,Zealeuctra
2-RED003.65,RED11985,5/16/2019,5/16/2019,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,16,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,14,,9,,,,,,,,,,2,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,6,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,1,,,,2,,6,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,
3-XMR002.02,BOL11067,4/11/2018,4/11/2018,1,1,,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,1,,16,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,,,,,,32,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,2,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1BHKS000.96,HKS7175,5/20/2015,5/20/2015,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,16,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,4,9,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,
1BLOM000.24,LOM7181,5/13/2015,5/13/2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,
3-HOR000.50,HOR7159,3/31/2015,3/31/2015,1,,,,,,,,,,,,,,,,1,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,39,16,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,10,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,4,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,50,,,,,,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-TYE012.45,TYE12671,9/5/2019,9/5/2019,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,24,,16,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,57,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ALBC002.44,LBC10279,5/4/2017,5/4/2017,1,2,,5,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,16,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,1,,,,,,,5,,,,,,,,,,2,,58,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,23,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,11,,,,,,,3,,,,,,,7,,,,,,,,,,,,,,,,,,,,,17,,,1,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-PMC000.59,PMC636,3/30/2010,3/30/2010,1,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,10,1,16,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,32,21,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,
6BMCK000.54,MCK8186,4/25/2016,4/25/2016,1,21,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,3,,,,,,,17,,,,,,12,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,13,,7,,,,,,,,,,12,,28,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,
9-XLY000.95,XLY12769,3/5/2020,3/5/2020,1,,,,,,,,,,,,,,,,10,,,85,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,1,,3,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,
6CSFH099.18,SFH1107,5/10/2010,5/10/2010,1,28,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,11,,,,,,,,,6,,,2,,,,,,,,,1,,23,,,,,1,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7,,,,,,,,,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,13,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,
2-GEN001.75,GEN12153,4/22/2019,4/22/2019,1,19,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,1,,,,,,,,1,,,,,,,,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,30,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,
4AFRV007.57,FRV12080,8/15/2019,8/15/2019,1,4,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,18,,16,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,27,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,53,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,
2BACH000.46,ACH11318,10/22/2018,10/22/2018,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,10,16,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,,,1,,,,,,,14,2,,,3,,,,,,,,,,,,,,,,,,,,,
8-NFD004.19,NFD9160,10/25/2016,10/25/2016,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,40,1,16,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,
4AOST002.01,OST5215,11/12/2013,11/12/2013,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,59,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,2,10,1,,,,,,14,,,3,,3,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,6,,,,,,2,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,6,10,,,,,,,8,6,,,,,,,1,,,,,,,,,,,,,,,,,
2-OTC001.54,OTC12584,11/20/2019,11/20/2019,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,16,,,,,,,,,,11,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,2,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,3,,1,,1,,,,,,,,,,,,,
3-GRA002.01,GRA2652,10/26/2011,10/26/2011,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,10,,,,,,,,,,,24,15,15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,9,,,,,,1,,,,,,,,,16,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,
6APAW001.22,PAW11828,5/1/2019,5/1/2019,1,21,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,33,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ABTM000.04,BTM8835,11/23/2015,11/23/2015,1,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,8,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
6BLSR004.22,LSR3535,6/4/2012,6/4/2012,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,19,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,3,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,15,,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,,1,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,3,,,,,,,,4,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,1,2,,,,,,,,,,,,,,,,,
6APLL000.17,PLL1854,5/19/2011,5/19/2011,1,,,3,,,,,,1,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,,,,,,9,,,,,,,1,,,,,2,,16,,,,,,,,,,,,,,,,,,,,,2,,,,,7,,,,3,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-JKS076.16,JKS1344,9/14/2010,9/14/2010,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,13,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,16,,,,,,,,,,,4,,,,,,,,,,,,1,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,4,,,,14,,,,,,,1,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
