StationID,BenSampID,Collection Date,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Agnetina,Allocapnia,Amphinemura,Anchytarsus,Ancylidae,Ancyronyx variegatus,Antocha,Argia,Asellidae,Atherix,Baetidae,Baetis,Baetisca,Bezzia,Boyeria,Brachycentrus,Caenis,Cambaridae,Capniidae,Ceratopsyche,Cheumatopsyche,Chimarra,Chironomidae,Cinygmula,Corbicula,Corydalus,Crangonyctidae,Dicranota,Diplectrona,Dolophilodes,Drunella,Dubiraphia,Eccoptura xanthenes,Ectopria,Elmidae,Epeorus,Ephemerella,Ephemerellidae,Ephemeroptera,Eurylophella,Glossosoma,Gomphidae,Haploperla,Helichus,Hemerodromia,Heptageniidae,Heterocloeon,Hexatoma,Hydracarina,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Isonychia,Isoperla,Lepidostoma,Leptophlebiidae,Leucrocuta,Leuctra,Leuctridae,Lumbriculidae,Maccaffertium,Macronychus glabratus,Microcylloepus,Naididae,Neophylax,Nigronia,Oecetis,Oligochaeta,Optioservus,Oulimnius,Paragnetina,Paraleptophlebia,Perlesta,Perlidae,Perlodidae,Physidae,Pisidiidae,Planorbidae,Plauditus,Plecoptera,Pleuroceridae,Polycentropus,Probezzia,Promoresia,Prosimulium,Psephenus,Pteronarcys,Rhithrogena,Rhyacophila,Serratella,Simuliidae,Simulium,Stenacron,Stenelmis,Sweltsa,Taeniopteryx,Tallaperla,Teloganopsis deficiens,Tipula,Trichoptera,Tricladida
4AWOR000.34,WOR9097,5/19/2016,2016-05-19T13:45:00Z,1,9,,,,,,,,,,,,,4,3,,,,,,,,,13,3,63,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,72,,8,,,,,,,
3-JOR012.43,JOR8231,5/19/2016,2016-05-19T13:25:00Z,1,,,9,,,,,,,,,,,,30,,,,,,,,,,,21,1,,,,,16,31,,,,,,50,8,,,,2,,1,,,,,3,,,,,,,,,,,2,,,,,,,,1,,,,4,,,,,,,,,,,,2,,,,7,11,,3,,,2,,,,,,,,,
1AXJI000.38,XJI8371,5/19/2016,2016-05-19T10:10:00Z,1,,,4,,,1,1,,,,,,,,26,,,,,,,,,,,21,,,,,1,9,38,,,,1,,10,20,,,,3,,,,,,,1,,,,,,,2,2,,,13,,,1,,,,,,,1,,7,,,1,,,,,,20,,,,,,,,7,,2,,11,,,1,1,,3,,1,,
6BPOW179.20,POW8114,5/19/2016,2016-05-19T14:30:00Z,1,,,,,,,,,1,1,,,1,8,25,,,,,,,,7,1,,49,,4,1,,,,,,,,,17,,,,,,,1,,,2,,,,,,,7,,12,,,,,1,,,,,,3,,,,3,5,,,,,,,1,,,4,,,,,,8,3,,,,,,21,,,,,,,,,1
9-STE002.41,STE9289,5/25/2016,2016-05-25T12:45:00Z,1,6,,4,,,,,,,7,,,,,5,,,,,3,,,,21,3,38,,,,,,,,,,,1,,,,,,,1,1,,,,3,,,,2,,3,,3,,,1,18,28,1,,2,1,1,,,,,,3,,,2,,7,,,,,,,2,1,,,,15,,,,1,,6,1,10,,,,1,,1,
2-CVA002.15,CVA9008,5/25/2016,2016-05-25T12:15:00Z,1,,,,,,3,,,,2,,,,29,24,,,,,,1,,,,,31,,,,,3,9,5,,,1,,,7,1,,,,,,6,,,1,,7,,,,,3,,4,1,3,,4,,,,,,,,2,,1,,5,,,,7,,,1,,,4,,,,16,,6,,,2,,,2,,,,,4,,,,1
9-BCK015.88,BCK9290,5/25/2016,2016-05-25T11:15:00Z,1,,,,,,,,,,3,,,,,2,,,,,,,,,2,,35,,,,,,,,,4,,1,2,,1,,,,,,,,,,,2,,12,,12,,,,,,,,,,,,,,,,,,94,2,,,13,,,,1,,,,,,,,,,,,,,,,,14,,,,,,,
9-STE007.29,STE9287,5/25/2016,2016-05-25T13:30:00Z,1,,,,,,,,,,7,1,,,9,42,,,,,,,,,26,15,17,,1,,,,,,,,,,6,,,,,,,,,,,,,,1,17,,14,,,,,,2,,,,,,2,,,,,1,4,2,,,,,,,,,,,,,,,,12,,,,,,4,,33,,,,,,,3
1ACRM004.09,CRM8215,5/26/2016,2016-05-26T12:15:00Z,1,7,,,,,,,,,,,,,,8,,,,,,,,,13,5,45,,,,,,,,,,,,,,5,,,,1,,,,,,,2,,2,,,,7,,,,,,,,,,,,,1,,,,,,,15,,,,,,9,,,,1,,,,,,,42,,35,,6,,,,,1,,
1ALIV004.78,LIV8493,5/26/2016,2016-05-26T10:20:00Z,1,4,,,,,,,1,,1,,,,,1,,,,,1,,,,37,4,65,,2,,1,,,,,,,,,,4,,,,,1,,,,2,,,1,,4,,,33,,,1,,,,,1,,1,,,,,1,,3,,,4,,,,,,3,,,1,,,,2,,,,,,2,,3,,,,1,1,,
1ASOC002.93,SOC8370,5/26/2016,2016-05-26T15:35:00Z,1,,,1,,,,,1,,2,,,,,3,,,,,,,,,24,,76,,1,,1,,,,,,,,,,,,,,,,,,,4,,2,,,,,,1,,,,,,,,,,,,,,,4,5,,,,2,,,,,,26,,,,1,,,11,,,,,,,,42,,,,,1,,
4ABWA002.00,BWA8455,5/26/2016,2016-05-26T10:45:00Z,1,,,,,1,,,,,2,,,,,,,2,,1,1,,,,30,,52,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,23,,,22,,,,,1,,,8,,,,,,,2,33,5,,,,1,,,1,,,,1,,,,,,,,,,,10,,,,,,2,,,
6BDRA001.07,DRA8190,5/26/2016,2016-05-26T14:30:00Z,1,,,,,,3,,,,,,,,28,131,,,,,,,,,1,,8,1,,,,,,1,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,1,,1,,,2,,,,
4AMEY016.00,MEY8456,5/26/2016,2016-05-26T12:00:00Z,1,,,,,,,1,,1,,1,,,,6,,,,,,,,,20,,51,,,,,,,,,,1,,,,1,,,,,,,,,,,2,,,1,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,6,,2,,,,,,,,,,2,89,,,,,,,,,
8-SAR097.82,SAR8257,5/31/2016,2016-05-31T11:10:00Z,1,,,,,,,,,,1,,,,,4,,,,,1,,,,131,,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,10,,,,,3,,,8,1,,,,1,,,7,,,,5,,,,,,,,,,,,,7,,,,,,1,,10,,,,,,,
8-SAR101.03,SAR8258,5/31/2016,2016-05-31T12:15:00Z,1,,,,,,,,,,2,,,,,20,,,,,,1,,,50,19,45,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,1,,,,,16,,,,,1,,2,,,,,,,,,1,,,,,,,,,,,,,,,5,9,5,,,,,,,3
1AGOO044.36,GOO8492,6/1/2016,2016-06-01T09:50:00Z,1,16,,,,,,,,,1,,,,,5,,,,1,,,,,2,1,48,,,,,,,,1,,,,,,4,,,,1,,,4,,,,,1,,,,,24,1,,,,,,,,4,,,,,,3,2,,,,7,,,,,,8,,,,1,1,,,,,,21,,21,,1,,,,1,,,
1AACO014.57,ACO8213,6/1/2016,2016-06-01T13:30:00Z,1,,,,,,,,,,8,,,,,16,,,,,,,,,2,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,3,,,,,1,,2
2-JKS036.11,JKS8993,7/27/2016,2016-07-27T10:00:00Z,1,4,,,,,,,,,,,,2,,3,,,,,2,,,,25,1,5,,,,,,,,,,,,,1,,,,,,,,,,2,,,,6,,4,,2,,,,1,40,4,,7,,,,,1,,2,15,6,,6,,,,,,,,1,43,,,1,,3,1,,3,,,6,,,,,,,,,
4ADEE000.06,DEE9416,8/22/2016,2016-08-22T13:30:00Z,1,,,,,,,,2,,3,2,,,3,3,,,,,,,,,11,17,109,,,,,,,,,,,1,7,,,,,,,1,,,2,,,,,,,4,,,,,1,,,,1,,,,4,,,,,2,,,1,,,,,,,,,,,,,,22,,,,,,,,12,,,,,,,1
2-CAT026.29,CAT9292,8/22/2016,2016-08-22T10:00:00Z,1,,,,,,,,,,3,,,2,4,34,,,,,21,,,,5,,74,,,4,,,,,,,,,4,,,1,,,,,,,1,1,,,,4,,,,1,,,,1,,,,15,,2,,,,,1,2,,,,,,,,,,,,,,,,,3,,,,,,2,3,24,,,,6,,,
4ASRE031.00,SRE8999,8/23/2016,2016-08-23T12:45:00Z,1,1,,,,,,,,,,,,,5,7,,,,,,,,,6,,22,,1,,,,,,,,,,,1,,,,,,1,,,,2,,,12,5,,1,,1,,,,,14,1,,10,,,2,,3,,3,4,1,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,1
4ASRE031.00,SRE9009,8/23/2016,2016-08-23T12:45:00Z,1,1,,,,,,,,,,,,,19,,,,,,2,1,,,7,,62,,2,,,,,,,,,,,2,,,,,,,,,2,14,,,9,4,,3,3,2,,,,,17,,,6,1,,2,,,,14,,2,,,,,,,,,,,,,,1,,,,,,,,12,,,,,,,,,1
2-HAM000.37,HAM9288,8/23/2016,2016-08-23T10:00:00Z,1,,,2,,,,,,,,,,,,3,,,,,,,,,4,1,33,,,,,,,,,,,,,,,3,1,,,3,,,,22,,1,1,,,4,,12,,,,,41,11,,37,,,,,,,,,,,4,,,,,,,,4,,1,,1,,12,,,,,,2,,2,2,,,,,,
4AXOL000.94,XOL9409,8/24/2016,2016-08-24T11:00:00Z,1,,,,,,,4,,,,,,,6,2,,,,,,,,,20,,42,,,,,,32,1,,,10,,,,,,,1,1,,,1,,1,,,,9,,11,,,,4,,,17,,,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,2,,9
4ASRE063.69,SRE9379,8/25/2016,2016-08-25T12:00:00Z,1,31,,4,,,,,,,8,,,1,4,14,,,,,,,,,13,1,17,,,3,,,,1,,,,,2,1,,,,,,,,,1,2,,,,32,,6,,6,,,,,,,,5,,,,,,,,17,3,1,,,2,1,,,,1,,7,,,3,,1,,,,,,20,,,,,,,,,
2-JKS033.06,JKS9286,8/29/2016,2016-08-29T12:00:00Z,1,7,,,,,,,,,,,,3,13,4,,,,1,5,2,,,7,,10,,,,,,,,,,,,2,7,,,,,,1,,,,11,,,,1,,,,52,,,,7,23,,,28,,,,,,,,10,5,,3,,1,,,1,,,2,12,,,,,8,,1,3,,,2,3,2,,,,,,,
2-JKS033.06,JKS9408,8/29/2016,2016-08-29T12:00:00Z,1,6,,,,,,,,,,,,1,10,,,,,,4,,,,3,,33,,2,,,,,,,4,,1,5,1,,3,,,,1,,,,12,,,1,,,,,23,,,4,3,7,,7,8,,,2,,1,,8,13,4,,,,,,,1,,,,3,,,1,,3,,,2,,2,,5,1,,,,,,1,
1ASAN000.34,SAN8755,8/31/2016,2016-08-31T12:55:00Z,1,,,,,,,,,,6,,1,,,,,,,,,1,,,6,,33,,15,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,27,,,,,,,,,,,,,,,,8,,,,,,,,25,,1,,,,,,,,1,,,,,,,,54,,,,,,,
1ACUB011.25,CUB8896,8/31/2016,2016-08-31T09:30:00Z,1,,,,,,,,,,,,,,,30,,,,,19,1,,,30,,45,,6,,,,,,,,,1,,,,,,,,,,,,,,,,20,,,20,,,,,,,,,,1,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,32,,,,,,,
1ASAN001.45,SAN8906,8/31/2016,2016-08-31T13:30:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,73,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,87,,,,,,,
2-CRG028.87,CRG9381,9/1/2016,2016-09-01T12:30:00Z,1,3,,2,,,,,,,,,,1,4,6,,,,,1,,,,3,11,10,,1,2,,,,,,,,,4,,,,,,,1,,,,3,,,,5,,3,,7,,1,,5,,,,1,,2,,,,,1,45,,1,,,1,,,,,,2,11,,,,,6,1,,,,,14,,50,,,,1,,,
4AGSE021.57,GSE9410,9/6/2016,2016-09-06T10:30:00Z,1,2,,1,4,,,1,,,,,,,18,13,,,,,1,,,,4,,7,,,2,,,,,,,,,,,,,,,,,,,,4,14,,3,5,,1,1,10,,,,,,,3,8,,4,,,,,,11,1,,,,3,,,,,,,9,,,6,,,,,,1,,48,,8,,,,1,,,2
1ACRM004.09,CRM8753,9/8/2016,2016-09-08T14:30:00Z,1,,,3,,,,,1,,1,,,,,,,,,,3,,,,12,10,55,,,4,,,,,,,,,,,,,,,,,,5,,,,1,5,1,,,,3,,,,,,,,2,4,,,,8,,,18,1,,,,,,1,1,,,,,,,,,3,,,,,,,,45,,,,,,,
2AWKS003.34,WKS9124,9/8/2016,2016-09-08T09:50:00Z,1,,,,,,,,,,,,,,4,15,,,,,19,,,,15,6,18,,,1,,,,,,,,,,,,,,,,1,,,2,,,1,,9,,2,,13,,,,1,1,,,11,,,,,,,,20,,,,,,,,,,,,,,,,,11,,,,,,,,25,,,,,,,
1ASOC002.93,SOC8852,9/8/2016,2016-09-08T10:08:00Z,1,,,,,,,,,,,,,,,8,,,,,4,,,,48,2,51,,12,2,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,,,,,,,,8,4,,,,,,,13,,,,,,,,,,,,,,,,,4,,,,,,,,35,,,,,,,3
6CNFH082.07,NFH9385,9/12/2016,2016-09-12T16:30:00Z,1,1,,2,2,,,,,,,4,,2,6,2,,,,23,7,,,7,5,1,26,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,5,1,1,,,,,,,,,,1,,,,,3,13,,1,,,,,,,,,,48,,,,,3,,,,,,6,1,25,,,,,,,
3-GRA002.01,GRA8855,9/12/2016,2016-09-12T10:00:00Z,1,,,,,,,,25,,1,,,,,1,,,1,,1,,,,,,86,,10,6,,,,,,,,,1,,,,,,,,,,2,,,,17,,,,9,,,,,,,,,,,,,,,1,1,10,4,,,,,,,,,,,,,,,,2,,,,,,1,,18,,,,,2,,2
3-MTR003.51,MTR8979,9/12/2016,2016-09-12T12:30:00Z,1,,,,,,,,6,,,,,,,,,,,,,,,,108,,6,,5,,,,,,,,,,1,,,,,,,,,,1,9,,,7,5,,7,,24,,,,,,,,28,,,,,1,,1,7,2,,,,,,,,1,,,,,,,,,,,,,,1,,2,,,,,,,1
3-CED000.59,CED8911,9/12/2016,2016-09-12T11:00:00Z,1,,,,,,,,,,,,,,,3,,,,,2,,,,17,19,72,,2,6,,,,,,2,,,,,,,,,,,,,,,,,,10,,2,1,7,,,,,,,,7,2,6,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,28,,,,,,,
6BPWL006.02,PWL8901,9/14/2016,2016-09-14T12:00:00Z,1,2,1,,,,,,2,,1,,,4,16,20,,,,,4,,,23,14,,22,,,1,,,,,,,,,3,,,,6,,,1,,,,2,,,,6,,4,,12,,,,,,,,1,,5,1,,,,1,21,,,,,,,,,,,,,,,,,4,,,,,,4,,2,,,,,,,
2BRKF024.74,RKF9126,9/15/2016,2016-09-15T10:00:00Z,1,2,,,5,,,,,,,,,,1,10,,,,,,,,,32,32,14,,,2,,,,,,,,,,2,,,,,,,1,,,,,,,19,,7,,,,,,2,,,,17,,2,1,,,,,13,1,,,,2,,,,,,,3,,,,,1,,,,,,12,,15,,,,1,,,
1AGOO011.23,GOO8752,9/15/2016,2016-09-15T10:00:00Z,1,,,1,,,,,,,,,,,,2,,,,,,,,,43,34,66,,6,1,,,,,,1,,,,,,,,,,,,,,,,,,34,3,,,,,,,,,,,4,,1,,,,,,4,,,,,,,,,,1,,,,,,,1,,,,,,,,8,,,,,,,1
4ATER001.71,TER9099,9/21/2016,2016-09-21T10:36:00Z,1,,,8,,,,11,,,,,,,,,,,1,,,,,,43,7,27,,,,,,,,,,,3,,,,,,,,3,,,,,,5,,,,,,8,,,,,,,,29,,1,,,2,,,,5,,16,,2,,,1,,,,17,,,,,6,,,3,,,1,,,1,,,,1,,
1BBCK008.39,BCK9128,9/22/2016,2016-09-22T09:40:00Z,1,,,2,,,,,,,,,,,3,7,,,,,,,,,26,15,32,,,,,,,1,,1,,,,,,,,,,3,,,,1,,,4,26,,3,,4,,,16,1,,,,18,,,,,3,,,3,,,5,,5,,,,,1,,,1,,,,3,,,2,,,,,,1,,,,,,
1ANOB000.75,NOB8905,9/22/2016,2016-09-22T10:10:00Z,1,,,2,,,,,6,,1,,,,,,,,,,,,,,80,10,48,,,1,,,,,,,,,,,,,,,,,,2,,,,,,7,,,,13,,,,,,,,4,,1,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,7,,
1ALIV004.78,LIV8973,9/22/2016,2016-09-22T11:15:00Z,1,,,,,,,,1,,,,,,,2,,,,,,,,,12,1,20,,,4,,,,,,,,,,,,,,,,,,,,4,,,8,,,,,39,,,,,,,,22,2,6,,,2,1,50,12,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2
4ALUB000.12,LUB9103,9/26/2016,2016-09-26T12:55:00Z,1,,,1,,,,,12,1,,1,,,,,,,1,1,,1,,,21,3,68,,,,,,,,,12,,,,,,,,1,,,,1,1,,,,1,,,,,2,,,1,,,,,40,6,1,,,1,7,2,,,2,,,,,,1,,,,2,,,,,,,,,,,,2,,,,,,11,,
9-LRI020.76,LRI9251,9/26/2016,2016-09-26T10:35:00Z,1,,,,,,,,,,,,,,7,36,,,,2,1,,,8,8,,10,,5,,,,,,,,,,,,,,,,,,,,1,2,,,,8,,,,4,,1,,,,,,6,,,,,,,,17,,,,,,,,,,15,,10,,,17,,2,,,,,,16,1,,,,,,,,
9-MCE000.27,MCE8903,9/26/2016,2016-09-26T14:30:00Z,1,,,,,,,,,,,,,,2,15,,,,,,,,,,,49,,,,,,,,,,,,2,,,2,,,,,,,1,,,,,5,,2,,,,,2,,,,,1,,,2,,,,,36,,,,,,,,,,,,,,,,,3,,,,,,11,,44,,,,13,,,2
6BBUC000.24,BUC9425,9/27/2016,2016-09-27T14:00:00Z,1,,,5,,,,,,,,,,,1,,,,,,,,2,1,,,38,,,,,1,21,31,,,,,2,,,4,,3,,1,1,,,2,,2,,29,,17,,,3,,,1,5,,,3,,,2,,,,1,,9,,,,,1,,,,,,,,,,,,,,7,,,,,,,,,,12,,
6AABR000.71,ABR8988,9/27/2016,2016-09-27T10:10:00Z,1,,,,,,,,,,,,,,,,,1,,,,1,,,30,18,62,,,,,,,9,,,,1,4,,,,,2,,5,,1,,,,,,3,,,,,,,,,,,,17,,,,,3,,,13,2,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,13,,
6BCRC002.17,CRC8989,9/28/2016,2016-09-28T09:30:00Z,1,,,10,,,,,,,,,,,,,,,,,,,8,,4,,12,,,,,,20,1,,,,1,2,,,1,,1,,2,,2,,,,1,,5,8,20,,,,,20,,7,,,5,,,,,,,,,16,,13,,,,,,,,,,,,,,,2,,4,,,,1,,,,6,,5,,
9-BST069.21,BST8889,9/29/2016,2016-09-29T10:30:00Z,1,,,,,,,,,,1,,,,,15,,,,,,,,25,19,,4,,,,,,,,,,,,3,,,1,,,,,,,,3,,,1,10,,6,,,,,,1,,,,6,,,,,,,,30,,,,,,,,,,,,2,,,,,6,,,,,,8,,51,,,,7,,,2
6BMCK000.54,MCK8994,9/30/2016,2016-09-30T10:40:00Z,1,1,,2,,,,,,,,,,,1,1,1,,,,,3,,45,69,,7,,,,,,6,2,,,,,3,1,,,,1,,2,,,,,,,,3,,1,,3,,,5,,3,1,,6,,,,,,,,19,3,,2,,,,,,,3,,,,,,,17,2,,1,,,,,1,,,,,,,
4ADEE000.06,DEE9380,10/3/2016,2016-10-03T12:45:00Z,1,,,,,,,,1,,,2,,,1,,,,,,,1,,,95,33,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,2,,,,,,,,,,1,,,,,,,,6,,,,,,,,,,,,1,,,,,38,,,,,,,1,9,,,,,,,
1AFRY000.85,FRY8898,10/4/2016,2016-10-04T10:05:00Z,1,,,,,,,,,3,,7,,,,1,,,,,,,,,15,1,7,,5,,,,,,,4,,48,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,1,,,,,,,,54,,3,,,,,,,,,,,,,,,,2,,,,,11,,3
4AGEO006.73,GEO9254,10/5/2016,2016-10-05T13:00:00Z,1,,,4,,,,,1,,,,,,,31,,,,,,,,,34,,19,,,,,,,,,,,,,,2,,,,,,,,,4,,1,,2,,,,,,,,,,,,48,,,,,,,3,14,7,,,,,,,2,,,,,,,,,,,,3,,,24,,,,,,,,,
9-LCR000.51,LCR9382,10/5/2016,2016-10-05T10:45:00Z,1,,,,,,7,,,,,,,,,,,,,,,,,,,,22,,,,,1,15,,,,,,,1,,,,,,,,,,,,1,,9,,,,,,,,,17,,,1,,,,,,,2,,62,,,,,6,,,,,1,,1,,,,,,,37,,,,1,,2,,,,,,
4AFLY001.78,FLY9252,10/5/2016,2016-10-05T09:15:00Z,1,,,,,,,2,1,,,,,,,1,,,,,,1,,,69,39,37,,,,,,,,,,,,,,,,,,,,,,2,,,1,,2,,,,,,,,,,,,38,,,,,4,,2,,2,,4,,,,,2,1,,,,,,,,,,,,,,3,,,,,,,1,,
4AWRN000.43,WRN9106,10/5/2016,2016-10-05T11:40:00Z,1,,,,,,,2,,,,,,1,,27,,,,,,,,,50,3,15,,,1,,,,,,,,,2,,,,,,,,,,2,,,4,,,12,,,13,,,,1,,,,29,,,,,,,1,7,1,,,,,,,7,,,,8,,,,,,,,,,,7,1,6,,,,,3,,
4AWRN005.50,WRN9105,10/5/2016,2016-10-05T10:15:00Z,1,,,,,,,,4,,,,,,,18,,,1,,,,,,14,2,108,,,,,,,,,2,,,,,,,4,,,,,1,4,,,,,,,,,,2,,,,,,,14,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,14,,,,,,,7,,
2BFOS000.44,FOS9125,10/6/2016,2016-10-06T13:40:00Z,1,1,,3,,,,,,,,,,,,7,,,,,,1,,,39,19,33,,,,,1,1,,,,3,,,,,,,3,,3,,1,,1,,7,,,,12,,,,,,4,,,,26,,,,,3,,,,2,,4,,,,,1,,,,,2,,,,23,,,,,,,,,,,,,,,
3-KES002.59,COV8910,10/6/2016,2016-10-06T13:20:00Z,1,,,5,,,,,,,,,,,,,,,,,,1,,,13,,28,,,,1,1,15,3,,,,1,,,,,,,,1,1,1,,2,,1,1,,4,5,,1,,19,6,,,,,20,,,,,2,,,,2,,4,,,,,,,,,,,3,,,21,1,,1,,,,,1,10,,,,23,,
3-MLR001.11,MLR8916,10/6/2016,2016-10-06T09:45:00Z,1,,,,,,,1,1,,,,,,,5,,,,,,,,,71,69,17,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,6,,,,,,,,11,,,,,,,,,,1,,,,,,,2,,,,,,1,,,,,,7,3,,
3-HOR000.50,HOR8914,10/11/2016,2016-10-11T15:10:00Z,1,,,5,,,,,,,,,,,,,,,,,,,,,55,102,4,,,,,,,,,,,,,,,,,,,,,,,7,,,,2,,,,,,,,,,,,21,,,,,3,,,3,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
3-SMR002.60,SMR8750,10/11/2016,2016-10-11T13:50:00Z,1,,,3,,,,,1,,,,,,,,,,,,,,,,22,44,47,,2,,,3,,,,1,,1,,,,,,,,1,,,1,5,,1,1,,,,,8,,,,,,1,,20,,,,,3,,1,6,,,,,,,1,,,,,,2,,,,2,,,,,,5,2,20,,,,,,,
6AIND000.52,IND9250,10/11/2016,2016-10-11T11:30:00Z,1,,,,,,,,2,,3,,,,,2,,,,,,,,17,60,,4,,,2,,,,,,,,,1,,,,,,,1,,,,,,,,10,,5,,34,,,,,,,,4,,,,,,,,23,,,,,,,,,,,,,,,,,9,,,,,,12,,18,,,,,1,,
6AFRY006.70,FRY9384,10/11/2016,2016-10-11T13:25:00Z,1,,,,,,,,,,,,,2,,5,,,,,,1,,36,48,,17,,,,,,,,,,,,11,,,,,,,,,,,,,,2,1,,19,,21,,,,,,,,1,,,3,,1,,1,17,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
6ASLV000.85,SLV8888,10/11/2016,2016-10-11T12:25:00Z,1,,,,,,,,,,,,,,,,1,2,,,,,,,16,,6,,,,,,6,2,,,,4,9,,,,,1,,7,1,1,,3,,,,,,16,,,,,,,,,,33,,,,,1,,,36,5,,,,,,,,,,,,,,,,35,,,,,,,1,,,,,,2,,
3-MAP002.61,MAP8978,10/11/2016,2016-10-11T10:45:00Z,1,,,,,,,,,,,,,,,8,,,1,,3,,,,54,16,1,,2,,,,,,,1,,,,,,,,,,,,,,11,,,1,40,,1,,,,,,,,,,40,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,8,,,,1,,,1,,1
6BNFC022.47,NFC8990,10/13/2016,2016-10-13T14:15:00Z,1,8,,,,,,,,,1,,,2,,,,,,,3,,,8,14,,21,,,,,,,,,,,,4,2,,,,,,,,,1,4,,,,1,,1,,22,,,,,,,,40,,1,4,,,,,22,,2,,,,,,,,3,,,,,,,7,,,1,,,7,,,,,,,,,
4ARBC005.93,RBC9412,10/13/2016,2016-10-13T10:30:00Z,1,5,,,,,,,,,,,,,4,,,,,,,1,,,54,1,7,,,,,,,1,,,,,,,5,5,,,,,,,1,15,,3,1,22,,10,,,,,1,,,,3,18,,,,,,,,8,6,5,1,,1,,,,,1,,,,,,,6,2,,11,,,6,,,2,,,,1,,
6BDEV000.07,DEV8995,10/13/2016,2016-10-13T10:30:00Z,1,,,2,,1,,,,,,,,3,,1,,1,,,,,15,,,,30,,,,,1,58,18,,,,,2,,,,,,,,,,,,,,,,,4,,,6,,,,1,,,,,,7,,,,1,,7,,,,,,,,,,,,,,,,,,,13,,,,,,17,,,,,2,
3-DRN001.81,DRN8854,10/13/2016,2016-10-13T14:20:00Z,1,,,,,,,,7,,,,,,,5,,,,,,,,,90,,11,,3,,,,,,,,1,,1,,,1,,,,,,,,11,,1,5,,10,6,,,,,,,,,,29,1,1,,,,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,
3-WHO001.51,WHO8920,10/13/2016,2016-10-13T10:00:00Z,1,,,,,,,,,,,,,,,4,,,,,,,,,102,1,14,,,,,,,,,,,,1,,,,,,,,,,,6,,1,1,30,,13,,9,,,,,,,,21,,2,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,
2-NOR000.20,NOR9273,10/17/2016,2016-10-17T11:50:00Z,1,,,1,,1,,,,,,,,,,1,,,,,,,,,6,2,102,,,,,,,,,6,1,1,,,6,3,,1,,1,,,1,10,,,,,,1,,,,,,,,,,24,1,,,,,,,,,,6,,,3,,1,,,,,,,,,,,,,,,,,1,,,,,6,,
8-HRS001.35,HRS8923,10/17/2016,2016-10-17T14:30:00Z,1,,,,,,,,,1,,,,,,5,1,,,,2,,,,69,27,,,1,,,,,,,1,,,,,,,,,,,,,1,4,,2,,3,,1,,2,,,2,,,,,21,1,,,,,,,4,,,4,,,,,,,,,,1,,,,,,,,,,1,,,,7,,1,1,,
2-CFK001.31,CFK8860,10/17/2016,2016-10-17T14:45:00Z,1,,,,,,,,,,,,,,,1,,,,,,,,,25,,8,,1,,,,,,,,,,18,,,,,,,,,,,2,,,,2,,3,,,,,1,,,,2,60,,,5,,,,,35,42,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,
2-CXB000.86,CXB8847,10/17/2016,2016-10-17T11:30:00Z,1,,,,,,,,,,,,,,,5,1,,1,,,,,,24,20,10,,,1,,,,,,5,,,2,,,,,,,,,,,,,1,,,,2,,3,,,1,,,,2,57,,,,,,,,40,2,1,,,,,,,,,1,2,,,,,1,,,,,,4,1,,,6,,,,,
