StationID,Collection Date,BenSampID,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Allocapnia,Amphinemura,Anchytarsus,Ancylidae,Ancyronyx variegatus,Antocha,Argia,Asellidae,Atherix,Baetidae,Baetis,Bezzia,Bezzia/Palpomyia,Boyeria,Brachycentrus,Caenis,Calopteryx,Cambaridae,Capniidae,Ceratopsyche,Cheumatopsyche,Chimarra,Chironomidae,Cinygmula,Corbicula,Corydalus,Crangonyctidae,Dicranota,Diplectrona,Dolophilodes,Drunella,Dubiraphia,Eccoptura xanthenes,Ectopria,Elmidae,Epeorus,Ephemerella,Ephemerellidae,Eurylophella,Glossosoma,Gomphidae,Haploperla,Helichus,Hemerodromia,Heptageniidae,Heterocloeon,Hexatoma,Hydracarina,Hydrobiidae,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Isonychia,Isoperla,Lepidostoma,Leptophlebiidae,Leucrocuta,Leuctra,Lumbriculidae,Lype diversa,Maccaffertium,Macronychus glabratus,Microcylloepus,Naididae,Neophylax,Nigronia,Oecetis,Oligochaeta,Optioservus,Oulimnius,Paragnetina,Paraleptophlebia,Perlesta,Perlidae,Perlodidae,Physidae,Pisidiidae,Planorbidae,Plauditus,Plecoptera,Pleuroceridae,Polycentropus,Probezzia,Promoresia,Prosimulium,Psephenus,Pseudocloeon,Pteronarcys,Rhyacophila,Serratella,Simuliidae,Simulium,Stenacron,Stenelmis,Sweltsa,Taeniopteryx,Tallaperla,Teloganopsis deficiens,Tipula,Triaenodes,Trichoptera,Tricladida,Yugus,Zapada,Zealeuctra,Zygoptera
2-CVA002.15,4/1/2015,CVA8081,2015-04-01T12:40:00Z,1,,,2,,14,,,,,,,,5,3,,1,,,,,1,,,,,37,,,,,4,9,1,,,,1,,24,7,1,,,,1,,,3,,,,,9,,1,,,,,,,8,,,,,,,1,,,,,4,,,,,,,,,,4,,,,5,40,,,,6,,,,,,,,1,,,,,,,,,
3-BTL000.94,4/2/2015,BTL7123,2015-04-02T12:15:00Z,1,,,,1,3,,,,1,,,,,,,1,3,,4,,,,,5,,37,,3,,,,1,,,9,,,,,6,,,,1,,,,,51,3,4,,1,1,,9,3,4,,,,,,,2,5,,,,1,1,1,3,,,,,,,,,,,,,,,,4,,,,,,,4,,,,,,,1,,,,,,,
3-RPP186.59,4/2/2015,RPP7447,2015-04-02T10:15:00Z,1,,,4,,28,,,,1,,,,,,,,,,,,,,1,11,3,15,1,,,,,,1,1,,,,,,23,,,,,,,,,26,,,,,,,,1,,,,,,,,4,,,,5,,,1,,2,,,,,,,,,,,,1,,,48,1,,,2,,,1,,,,,1,,,,,,,,,
1ABUL025.94,4/6/2015,BUL7117,2015-04-06T10:30:00Z,1,,,,,,,,,,2,,,,,,,,,2,,,,,8,7,82,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,1,,,,,,,,,,,2,,,,,,,,13,18,,,,,,4,1,50,,,,,1,1,,,,,,
4AXOK000.29,4/7/2015,XOK7455,2015-04-07T08:45:00Z,1,,,,,37,,,,1,,,,,,,,,,,,1,,,,,62,,,,,,2,,,,1,,,,9,5,,,,,1,1,1,,,,,,,,,,,21,,,,,,7,,,32,7,1,,3,3,1,,,,,1,,1,,,5,,,,,2,,,,,,4,9,,2,,,,,,,,6,,,,
8-DOC000.69,4/7/2015,DOC7557,2015-04-07T12:15:00Z,1,,11,,,,,,5,,1,1,,,,,,,,,1,,,,2,,92,,,,,,,,,,,,,,5,,8,,1,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,2,,,,,,,,2,4,,,,,12,2,,,,,,,,,,,,,,,,,2,,,,,,
8-MAR011.09,4/7/2015,Mar-55,2015-04-07T10:30:00Z,1,,6,,,,,,6,,,1,,,,,,1,,,,2,,,5,,100,,,,,,,,,8,,,,,,,3,,,,,,,,1,,,,,,2,,5,,,,,,,3,12,2,,,,,,,,,,,,,3,1,,,,,1,1,,1,,,,,,,1,,5,,,,,,,,,,,,
1AOPE036.13,4/8/2015,OPE7162,2015-04-08T11:20:00Z,1,,2,,,3,,,,,1,,,,,,,,,17,,,,,6,3,59,,,,,,,1,,2,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,1,,2,3,1,11,,,,,26,,,,3,,,,,,,,,,,,,14,,,,,,4,,31,,,,1,,,,4,,,,
1BHPY001.29,4/8/2015,HPY6176,2015-04-08T10:15:00Z,1,,,,,3,,,,,,,,,2,,,,,,,,,,3,7,139,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,11,,,,,,,,,,,,2,,,,,,,,,1,1,,,,,,3,,,,,,,2,,,4,,,,
1BSTV000.20,4/8/2015,STV7206,2015-04-08T14:00:00Z,1,,,,3,41,,,,,,,,,,,,,,13,,,,,,,75,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,4,,,,,1,,,,,,,,,,,,,,9,,2,,,,,1,,,,,1,,,,1,,,2,,27,,,,,1,,,,,,,
2-XVX000.62,4/8/2015,XVX7529,2015-04-08T10:30:00Z,1,,,,,9,7,,,,,,,,,,,,,,,,,,,2,81,,,,,,,,,,2,1,1,,,,,,,,,1,4,,,,,1,,,,,,,,,,,1,28,,,,,1,,1,,,,,,,,,9,,,10,,,,,,,,,,,,22,,1,,,,,1,,,3,,,,
2-CNM001.75,4/9/2015,CNM7219,2015-04-09T13:00:00Z,1,,,,,2,,,2,,,2,,,,,,,,,,,,,1,4,60,,1,,,,,,,,,,10,,26,,1,,,3,,1,1,,3,,,,,,,,2,,,,3,,,,1,,,,,,,20,15,,,,3,,,,,2,,,,2,,,1,,,,,,16,,4,,,,,,,,,,,,
3-WHO001.48,4/9/2015,WHO7448,2015-04-09T15:00:00Z,1,,,,,3,,1,,2,,,,,,,,,,,,,,,35,4,32,,1,3,,,,,1,1,,,,,7,,,,,,,,,,1,2,,,49,,1,1,2,,,,,,,17,2,,,,1,1,,,2,,,2,,,,,,,,,,,2,,1,,,,1,,,,7,,,,30,1,,,,,,,
8-NAR065.95,4/9/2015,NAR7558,2015-04-09T11:30:00Z,1,,,,,15,,,1,,,,,,,,,2,,2,,,,,2,,52,,,,,,,,,2,,,,,39,,,,,,,,,3,,,,3,,,,3,4,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,1,,,18,,,,,,,35,,,,,,,,,,,,,,
3-CAE002.46,4/13/2015,CAE7142,2015-04-13T11:15:00Z,1,,,,,2,,,1,1,,,,,,,,,,1,,,,,9,,44,,1,,,,,,,71,,,,,,,1,,,,1,,,1,,1,,,,,3,,3,,,,,,1,15,13,,,,,5,,,,,,2,,,,,,,,,3,,,,,,,,,,,,1,,,,1,,,,,,,,
4APGG063.32,4/13/2015,PGG7038,2015-04-13T13:45:00Z,1,3,,,,,,,,1,,,,1,2,,,,,,,,,,42,,50,,,1,,,,,2,,,,,2,24,5,,,,,,3,,,,1,,,,,,2,,,,,,1,,10,1,,2,,,,,,1,,,2,,,,,,,,2,,,,,1,,1,,,5,40,,1,,,,3,,,,,,,,
5ASHN004.25,4/13/2015,SHN7589,2015-04-13T11:30:00Z,1,,,,,2,,,,,,,,14,1,,,,,4,,,,,3,,51,,,,,,,,,1,,,,,26,3,,,,,3,,1,,,1,,,,,,,3,3,,,,,,7,1,,,,,,,,,,,7,,,,1,,35,1,,,1,,,,,,,,,16,,,,1,,,,,,,,,,
5AWOK012.08,4/13/2015,WOK7587,2015-04-13T13:15:00Z,1,,1,,,11,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,1,,,,,,,3,,,,,1,1,,,1,,,,,,,5,,,,,,2,2,,,,,,1,,,,,,4,,,1,,,47,,,,,,,,,,1,,,34,3,,,,,,,,,,,,,
6BLWS000.90,4/13/2015,LWS7043,2015-04-13T15:15:00Z,1,2,,,,,,,,,,,,,1,,,,,,,,,1,12,,115,,,,,,,,,,,,1,,6,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,33,,,,5,,,,,,,,,,,,,3,,,,2,6,,,,,,,,2,,,,,,,,,,,,
2-DDY000.75,4/14/2015,DDY7222,2015-04-14T10:30:00Z,1,,,1,,25,,,,1,,,,,,,,,,,,1,,,,,19,13,,,,,7,,,,,1,,30,3,1,,,,1,,,,,3,,,,,,,,11,1,1,3,7,1,,1,,,1,3,1,,,1,,,,,1,,,,,,,,,1,,50,3,,5,1,,,,1,,,,,,,,,1,,,,
1AFOU002.06,4/15/2015,FOU7147,2015-04-15T11:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,11,,153,,,,,,,,,,,,,,,,,,,,,4,,,,,,6,,,1,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5AWIL002.42,4/15/2015,WIL7567,2015-04-15T11:40:00Z,1,,,,,6,,,,4,1,2,,,1,,1,,,1,1,,,,2,,53,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,1,,,,,,,1,,,,,6,,,,,,,5,,,,,8,,,1,9,2,,,,,,,3,,,,,,,88,9,2,,,,,,,,,,,,
3-GAR004.93,4/16/2015,GAR7143,2015-04-16T12:00:00Z,1,,,5,,2,,,,,,1,,,,,,,,,,,,,2,,4,7,,,,5,5,2,,,,,,48,49,,1,,,,1,,,,1,,,,,,,3,1,,,,1,,,3,,,,2,,,,1,9,,5,1,,,,,,,,,1,,,2,4,,,1,,,,,1,4,4,,,,,,,,,,
4ASOO002.56,4/16/2015,SOO7673,2015-04-16T11:30:00Z,1,1,,,,1,,,,,,,,25,,,,,,,,,,,4,,32,,,,,,,,2,,,,1,,41,5,,,,,,,,,,1,,,,,,,5,,,,,,1,2,1,,1,,,,,,,,,2,,,,,,6,1,,,,,,,,1,,,1,6,,,,2,,2,,,,,,,,
2BXAV000.08,4/22/2015,XAV7571,2015-04-22T11:30:00Z,1,,,,,11,,,,,,1,,,4,,,,,,,,,,,,96,,,,,2,6,5,,,4,,,,2,,,,,,,,,,,,,,,,,,,10,1,,,,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
2-TRT001.23,4/22/2015,TRT7288,2015-04-22T13:00:00Z,1,,,,,29,,,1,,,37,,1,,,,,,,,2,,,,,11,,,,15,,,,,,,,,,19,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,1,,,,,27,,,,,,31,,,,,,,,3,,,,,2,,,,,,,1,,,,,,,
5ACHS003.42,4/23/2015,CHS7466,2015-04-23T12:30:00Z,1,,,,,,,,,,,,,,13,,,,,,,,,,2,,98,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,3,,,,2,,,,,,,,,1,6,2,1,,,,,,1,,,,,,,6,,,,,21,39,,5,,,,3,1,,,,,,,
5ACHS006.33,4/23/2015,CHS7465,2015-04-23T13:20:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5AKIT002.65,4/23/2015,KIT7467,2015-04-23T11:05:00Z,1,,,,,6,,,,,,,,,4,,,,,,,,1,,2,,113,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,6,,,,42,,,1,1,,,,,,,,6,,1,,,,,,,1,,,,,,,,,,2,,3,,,,2,,,,,,,,
7-PET000.80,4/23/2015,PETTRO33,2015-04-23T12:52:00Z,1,,,,,,,,,,,5,,,,,1,,,,1,,,,,,94,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,1,15,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,
7-RSS001.40,4/23/2015,RSSTRO33,2015-04-23T09:50:00Z,1,,,,,,,,,,,6,,,,,7,,,,1,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-XDE000.40,4/23/2015,XDETRO33,2015-04-23T10:40:00Z,1,,,,,,,,,,,67,1,,,,,,,,1,,,,,,44,,2,,2,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,2,,,,,,,,,,,,1,5,,,,,,,,5,11,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
8-TPT004.52,4/23/2015,TPT7591,2015-04-23T10:30:00Z,1,19,,,,1,,,5,,,,,13,7,,,,,,,,,,16,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,14,13,,,,,1,2,,,1,,13,,,,1,,,,,,,,,,17,,,,,15,,,,1,,,,,,,,,,
4AENT001.64,4/24/2015,ENT7079,2015-04-24T13:00:00Z,1,,,1,,4,2,1,,,,,,,3,3,,,,,,,,,3,1,81,,,,,1,,1,,2,4,,,,30,,3,,,,3,1,,,,,,,,,,1,,,2,,1,,1,1,2,,,,,,2,1,4,,,4,,,,3,,7,,2,,,1,,1,,5,,,,12,,,,,,,1,2,,,,,,
2AGOC000.54,4/27/2015,GOC7249,2015-04-27T14:00:00Z,1,9,,1,,1,,,,,,,,,,,,,,,,1,,,,,37,19,,,,,2,1,,,,1,,4,24,,,,,3,,,3,,3,,,,,,,,1,,12,3,5,1,,,,,,,3,,,,7,,,,,,,,,,,1,1,,,15,3,,2,1,,,1,,,1,,,3,,,,,,,,
2-BKW000.40,4/27/2015,BKW7299,2015-04-27T11:00:00Z,1,30,,2,,,,1,1,,6,,,,11,,,,,,,,,,2,6,70,,,,,,,,,,,,,,2,1,2,,,,,1,3,,,,,2,,,,3,,,,,,,,10,4,,8,,,,,,1,,,,,,,3,,3,,,,,,2,11,,,,,2,4,,7,,,,5,,,,,,,,
1BLEW006.95,4/28/2015,LEW7179,2015-04-28T13:45:00Z,1,,,,,,,,,1,,,,4,2,,,,,,,,,,14,,144,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,4,,,,,,,,,1,,,,,9,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
2-OTC001.54,4/28/2015,OTC7191,2015-04-28T11:00:00Z,1,,,,,,,,,,,,,3,18,,,,,,,,,,7,,47,,2,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,5,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,1,,,,,35,,59,,,,,4,,,,,,,
2-XRA000.47,4/28/2015,XRA7458,2015-04-28T14:50:00Z,1,,,,,40,,,,,,,,26,,,,,,,,,,,,,27,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,10,3,,1,,,14,,,,,,,,11,,,,,,,,5,,,,,5,,,,5,,,11,,,,,,,,,,,,,,
4AEKH003.68,4/28/2015,EKH7085,2015-04-28T15:45:00Z,1,,,,,1,,,,,,,,,27,,,,,,,,,,4,,115,,,,,2,,,,,,,,,10,,,,1,,,,,,2,4,,4,,,,,,,,,,,,8,,,,,,,2,,,,,1,1,,,,,4,,,,,,,,,,,,,,,,,,,22,,,,,,,,
4AMRY003.02,4/28/2015,MRY7084,2015-04-28T12:20:00Z,1,,,,,2,,,,,,,,,12,1,,2,,,1,1,,,7,,105,,1,,3,,,,,1,1,,,,6,,1,,,,,,,,,1,,,,,,2,,,,,,,,8,2,,,,,,,,,,,9,,,,,,,,,,,,,,16,1,,,,8,1,,,,,7,1,,,,,,,
2BBKF002.05,4/29/2015,BKF7295,2015-04-29T15:40:00Z,1,,1,1,19,18,,,,,,,,,8,,,,,,,,,,1,,63,,,,,6,,8,,,2,,,3,23,,,,1,,4,,,,,,,1,,,,,,1,,2,,,,3,,,,,,,,,12,,6,1,,1,,,,,,,,,1,,,,,,,2,6,,,,1,,1,1,,,,,,,
2BXAW001.16,4/29/2015,XAW7513,2015-04-29T11:00:00Z,1,,,,,48,1,,,1,,,,1,8,,,1,,,,,,,,,84,,,,,,,,,,1,,,,18,,1,,,,,,1,,1,,,2,,,,,,,1,,1,,,3,,,2,,,,,,2,,,,2,,,,,10,,,,,,1,,,,1,,,4,,,,,,,2,,,,,,,
2-IVA012.13,4/29/2015,IVA7302,2015-04-29T11:45:00Z,1,,,,,3,1,,2,,,,,,4,,,1,,,,,,,24,,66,,,,,,,,,1,1,,,,20,,,,1,,,1,2,,,,,,,,,1,3,,1,,,,,22,,,7,,,,,,3,,,4,,,,,,1,,,,,,,,,,,,2,7,,,,,,7,,1,,,,,,
4ACAN000.80,4/29/2015,CAN7087,2015-04-29T12:10:00Z,1,2,,,,,,,2,,1,,,,2,,,,,,,,,,1,,106,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,7,,,,,8,,,,,,,,,,,,,,58,,,,,,,,,,,,1,,,,,,,
4ACRV005.10,4/29/2015,CRV7669,2015-04-29T10:25:00Z,1,3,,,,10,,1,,,,,,5,9,,,,,,,2,,,2,4,56,,,,,,,,,,,,5,,5,,4,,1,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,4,3,,,1,,6,,,,,,3,4,,,,,24,,,,,8,6,1,34,,,,,,,,,,,,
4ALAW002.38,4/29/2015,LAW7089,2015-04-29T15:45:00Z,1,,,,,2,,1,,,,,,,4,2,,,,,,,,,2,,78,,,,,1,,,,,1,,,,18,,,,2,,,1,,,3,2,,,,,,,,,,,,,,,,,,,,,1,,5,,,3,5,,,,,1,,,,,,,,,,,,,58,,,,,,5,,,,,,,,
4ALAW002.43,4/29/2015,LAW7088,2015-04-29T15:00:00Z,1,,,,,1,,,,,,,,,12,6,,,,,,,,,1,,67,,,,,2,,,,,1,,,,32,,,,1,,,1,,,2,2,,,,,,,,,,,,,,,,,,,,,3,,7,,,,,,,,,7,,,,,,,,,,,,,51,,1,,,,1,1,,,,,,,
4APKP002.31,4/29/2015,PKP7086,2015-04-29T14:00:00Z,1,,,,,,,,4,,,,,,1,,,,,,1,,,,,,135,,,,,,,,,2,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,16,,,,,1,,,1,,,1,,,,,,,,4,,,,,29,,,,,,1,,,,,,,,
6ALPP001.60,4/29/2015,LPP7054,2015-04-29T10:30:00Z,1,,,,,6,,,,,,,,,,1,,,,,,2,,,2,,150,,,,,,3,,,,,,1,,,,,,,,,2,,,,,,2,,,,,1,,,,1,,,,,,5,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,2,,,,,,,
6CWLF005.95,4/30/2015,WLF7049,2015-04-30T14:45:00Z,1,,,,,,,,,,,,,14,91,,,,,,,1,,,1,,61,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,12,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,2,,3,,,,,3,,1,1,,,,
4ALYH000.50,5/1/2015,LYH7150,2015-05-01T10:01:00Z,1,,,,,1,,,,,,,,1,3,,,,,,,,,,3,,39,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,4,,,,,,,,6,,,140,,,,,,1,,,,,,1,,,,,2,,,,,1,,,,,,6,,,,,,,,,,,,,,
2CSLM002.56,5/4/2015,SLM7292,2015-05-04T11:30:00Z,1,,,,,,,,4,,,,,,,,,,,,1,,,,3,1,101,,,,8,1,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,2,,3,3,,1,,1,,2,,,,,,,,2,1,,,,,,,,,,,,,,,61,,21,,,,,,1,,,,,,
2-GUN004.00,5/4/2015,GUN7579,2015-05-04T13:00:00Z,1,,,,,,,,1,,,74,,,,,,,,1,1,1,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,5,,,,,,,,,,,1,,,,,,,,,,,2,,,,9,,,,,,2,,,,,,,,,43,,2,,,,,,,,,,,,
2-MWC000.60,5/4/2015,MWC7236,2015-05-04T14:25:00Z,1,,,,,,,,,4,,,,1,9,,,,,,,,,,,3,39,,2,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,3,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,3,,,,
2-SNK000.88,5/4/2015,SNK7240,2015-05-04T13:45:00Z,1,,,,,,,,,,,,,,2,,,,,,,,,,1,,28,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ABKN008.26,5/4/2015,BKN7107,2015-05-04T12:00:00Z,1,,,,,,3,,,,,,,,3,1,,,,,,,,,14,,59,,,,,1,,1,,,4,2,,4,12,,,,1,,,,,,,1,,,,,,,,,5,,6,,1,13,,,,,,,3,2,37,,1,,,,,1,,1,,4,,,,,,,,,,,5,,1,,,,6,1,,,,,,,
4ABTM004.48,5/4/2015,BTM7532,2015-05-04T15:45:00Z,1,15,,2,,,,,,,,,,2,,,,,,,,,,,9,1,28,,,,,,,,2,,,,,7,62,3,,,,,,,8,,,1,,3,,,,,2,,2,,,,,16,,,,,,,,,1,,,,1,1,,1,,23,2,,,,,,2,,,,,1,8,,,,1,,,,,,,,,,
4ADAN183.06,5/4/2015,DAN8083,2015-05-04T12:30:00Z,1,19,,2,,,,,,1,,,,,,,,,,,,,,,4,,23,,,,,,,,2,,,,2,9,44,4,,,,1,,1,4,1,,,,12,,,,,,,3,,,1,,4,,,,,,,,3,11,,,,1,,,2,,14,2,2,,,,,3,,12,3,,,,,,,,1,3,,,,,,,,
6AFRY006.70,5/4/2015,FRY7046,2015-05-04T12:45:00Z,1,2,,,,2,,,,1,,,,2,39,,,,,,,2,,8,14,,87,,,,,,,,1,,,,,,,,,,1,,,1,,,,1,,5,,,,2,,,,,,,,1,,,9,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
6AHNE000.64,5/4/2015,HNE7048,2015-05-04T10:50:00Z,1,16,,2,,24,,,,,,,,1,3,,,,,,,1,,,,,17,,,,,,24,,,,,,,14,67,,,,2,1,,,1,,,,,,,,,,1,,1,,7,,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,4,,,
9-DML004.65,5/4/2015,DML8111,2015-05-04T13:00:00Z,1,,,,,7,,,,,,,,3,1,,,,,,,,,,3,,43,4,,,,1,,,,,,,,2,3,,1,,,3,,,1,1,1,1,,,,,,,5,2,5,1,10,,,6,,,,,,,3,,2,,4,,,1,,,,,7,,,,,4,,,3,5,,8,29,,,,,2,1,,,,,,,,
9-LWK023.25,5/4/2015,LWK6703,2015-05-04T09:45:00Z,1,10,,5,,12,,,,3,,,,4,,1,,,,,,1,,,8,,23,5,,,,,3,,9,,,,,1,23,7,1,,2,2,,,1,2,,,,3,,,,3,5,,2,2,2,,,1,,,,,1,,,,2,,1,,1,,,,,,,,3,,1,17,19,,,2,,2,4,,,1,,,,1,,,,,,,
2DBRI007.10,5/5/2015,BRI7152,2015-05-05T14:20:00Z,1,,,,3,,,,1,,,,,,2,,,,6,6,,,,,,,122,,5,,,,,,,,,,,,5,,2,,,,1,,,,,,,,,2,,,1,,,,,,,4,9,,2,,,,,,,,,26,,,1,2,,1,,,,3,,,,,,,,,1,,,,,,,,,,,,,,
2-DKR001.68,5/5/2015,DKR7469,2015-05-05T12:40:00Z,1,,,,,,,,,,,,,,4,,,,,,,,,,5,6,35,,,,,2,,3,,,2,,,,64,,,,1,,,1,,,,,,6,,,,8,2,,,,,,1,7,,,3,,,,,,13,,,5,,,,,,25,,,,1,,,,,,,,,10,,,,,,6,,,,,,,,
2-MTC001.24,5/5/2015,MTC7151,2015-05-05T15:00:00Z,1,,,,,,,,,,,,,,,1,,,,,,,,,39,,110,,2,,,,,,,,,,,,,,1,,,,,,3,,,,,,,12,,,,,,,,,,8,2,,9,,,,,,,,,4,,,3,4,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,
4ABTM000.04,5/5/2015,BTM7533,2015-05-05T11:00:00Z,1,10,,5,,,,1,,2,,,,12,,,,,,,,,,,2,,19,,,,,,,,6,,,,,7,49,,,,,,,,1,,,1,,2,,,,1,,,,,,,,15,,,2,,,,1,,,,,6,2,1,,,,32,1,,,,,,3,,,1,,,9,,,,,,,,,2,1,,,,
4AXOJ001.34,5/5/2015,XOJ7153,2015-05-05T14:20:00Z,1,,1,,,8,1,,,,,,,19,12,,,,,,,,,,1,,102,,,,,,1,,,,,,,,11,1,,,,,,1,1,,2,,,7,,1,,,1,,,,,1,,8,1,,,,,,1,,,,1,,,,,,,2,2,,,,,1,,,,,,,,,3,,,,2,2,,,,,,,
4AXOK000.29,5/5/2015,XOK7456,2015-05-05T10:30:00Z,1,,,,,52,,,,1,,,,19,2,,1,,,,,,,,,,69,,,,,4,1,,,,3,1,,,5,,,,,,1,2,5,,,,,1,,,,,,9,,,8,,,4,,,2,,,,,3,1,,,,,,,2,,,,,,,,,,,,,,,4,,2,,,,1,11,,,1,,,,
6CBLC002.90,5/5/2015,BLC7053,2015-05-05T13:20:00Z,1,1,,,,,,,,1,,,,1,,,,,,,,1,,2,,,16,37,,,,,3,,,,,,,14,37,,,,,,,,5,8,11,,,,,,,,5,,1,,1,,,1,,,1,3,,,2,5,6,,2,,,3,,,,,,,,,,1,,,1,1,,,,,,2,,,,,,,,4,,,
9-WLS001.78,5/5/2015,WLS7036,2015-05-05T11:00:00Z,1,16,,3,,,,,,3,,,,1,,,,,,,,,1,12,44,,24,,,,,1,1,,,,,,2,6,5,,,,1,,,,1,,,,,1,,,,1,,,2,,,,,2,,,4,22,,,3,2,,3,1,,,,,,,,,15,,,,,1,,1,,,,5,,1,,,,14,,,,2,,,,
2-CNE000.96,5/6/2015,CNE7146,2015-05-06T14:30:00Z,1,,,2,4,2,,,,,,,,,13,,,,1,,,,,,,3,125,,,,,1,,,,,,,,,,,,,1,,,1,2,,,,,,,2,,1,,,,,,,,10,,,7,,,,,,2,,,,,,,,,2,,,,,,,,,,,,4,22,,,,,,,1,,,,,,,
4ABOE004.86,5/6/2015,BOE08112,2015-05-06T13:30:00Z,1,15,,,,,,1,,3,,,,16,12,,,,,,,,,,11,,45,,1,,,,,,7,,,,3,,40,,,3,,,,,,5,1,4,,6,,3,,2,,,,,,2,,13,,,,,2,,,7,,,,,5,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
4ATYS002.96,5/6/2015,TYS7108,2015-05-06T11:00:00Z,1,,,,,4,,,,,,,,,11,,,,,,1,,,,14,,90,,2,,1,,,1,,,1,,,,8,,7,,,,,,,,,,,1,,,,1,,1,1,,,,1,10,,,,,,,3,2,6,,,9,5,1,,,,,,,,,,,1,4,,,,,2,,,,,,11,,2,,,,,,
8-FTS001.98,5/6/2015,FTS7511,2015-05-06T12:00:00Z,1,,,,,1,,,,,1,,,,,,,,,2,1,,,,21,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,1,,,,,1,,,,,,,,,9,1,2,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,
8-LDN001.19,5/6/2015,LDN7509,2015-05-06T13:30:00Z,1,15,,,,20,,,,,,,,2,,,,,,,,,,,1,,116,,,,,,,,,,2,,,,,,,,,,1,1,,,1,,,,,,,,,,,,2,,,3,1,1,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,4,,,,3,,,1,,,,,,,
8-MAT004.12,5/6/2015,MAT7556,2015-05-06T11:30:00Z,1,,,,,,,,,,,16,,,,,1,,,2,,,,,,,67,,,,,,,,,3,,,,,,,1,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,12,,,4,10,5,2,,,,1,,,,8,,,,,8,,,,,,,,,,,,,,
