JRH_Final_Ref_Cod,DataSource,StationID,UID,Coastal,Latitude,Longitude,Sta_Desc,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,VAHU6,ASSESS_REG,OFFICE_NM,VaName,Tidal,VAHUSB,FedName,HUC10,Basin,BASIN_CODE,Basin_Code,CountyCityName,FIPS,BASINS_HUC_12,WQS_ID,WQS_CLASS,WQS_SPSTDS,WQS_PWS,WQS_TROUT,WQS_TIER_III,Order,EDASOrder,totalArea_sqMile,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshedRain_inyr
Ref,VDEQ_BUG,3-GAR004.93,3-GAR004.93_2015,FALSE,38.4126,-78.3888,~0.65 RM DS of Rt. 615,66,Blue Ridge,66a,Northern Igneous Ridges,RA24,NRO,Northern,Rapidan River-Garth Run,N,RA,Garth Run-Rapidan River,208010307,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030701,RL_03_208529,VI,,,Yes,,1,1,2.039897157,396,1074,582.9895465,112.5639953,678,0.502218962,37.27638626,14.41452404,6.221520648,36.7741673,4926.42,1213.16,193.953648,47.76223052,
Ref,VDEQ_BUG,3-HAZ032.54,,FALSE,38.52666667,-78.17222222,Rt. # 644  (Reva Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA09,NRO,Northern,Hazel River-Sams Run,N,RA,Sams Run-Hazel River,208010304,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030402,RL_03_210611,III,,,,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-HAZ035.32,3-HAZ035.32_2014,FALSE,38.5546,-78.1917,0.4 rm upstream of Rt. 607,64,Northern Piedmont,64c,Piedmont Uplands,RA09,NRO,Northern,Hazel River-Sams Run,N,RA,Sams Run-Hazel River,208010304,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030402,RL_03_211863,VI,,,Yes,,2,2,20.24352918,150,1131,392.4176942,226.628065,981,0,40.9454689,11.97328721,7.701413353,40.9454689,6631.42,1075.01,261.0796685,42.3232512,
Ref,VDEQ_BUG,3-HAZ042.43,,FALSE,38.60305556,-78.25277778,Rt. # 681  (Rolling Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA09,NRO,Northern,Hazel River-Sams Run,N,RA,Sams Run-Hazel River,208010304,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030402,RL_03_211702,VI,,,Yes,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-HOR000.50,,FALSE,38.35352778,-77.58472222,Rt. # 655  (Holly Corner Rd),45,Piedmont,45f,Northern Outer Piedmont,RA45,NRO,Northern,Rappahannock River-Motts Run,N,RA,Motts Run-Rappahannock River,208010401,Rappahannock River Basin,3,Rappahannock,Stafford,179,20801040101,RL_03_225120,III,,,,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-HUE000.20,,FALSE,38.52222222,-78.17166667,Rt. # 644  (Reva Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA08,NRO,Northern,Hughes River,N,RA,Hughes River,208010304,Rappahannock River Basin,3,Rappahannock,Culpeper,47,20801030401,RL_03_210612,III,,,,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-HUE009.13,,FALSE,38.57180833,-78.27835,Rt. 707,64,Northern Piedmont,64c,Piedmont Uplands,RA08,NRO,Northern,Hughes River,N,RA,Hughes River,208010304,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030401,RL_03_211797,VI,,,Yes,,,3,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-JOR000.50,,FALSE,38.76251111,-78.03453056,Rt. # 637  (N Poes Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA02,NRO,Northern,Jordan River,N,RA,Jordan River,208010301,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030102,RL_03_231913,III,,,,,,3,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-JOR004.90,3-JOR004.90_2017,FALSE,38.782922,-78.08065,2.66 miles down stream Rt. 522,64,Northern Piedmont,64c,Piedmont Uplands,RA02,NRO,Northern,Jordan River,N,RA,Jordan River,208010301,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030102,RL_03_231898,III,,,,,2,4,24.61803116,152,1013,383.7315004,205.849472,861,0,43.17951965,10.21505549,7.713515349,43.17951965,5489.13,1030.16,216.107597,40.55750222,
Ref,VDEQ_BUG,3-JOR012.43,,FALSE,38.77255,-78.15946944,Rt. 629 (Bean Hollow Rd),66,Blue Ridge,66a,Northern Igneous Ridges,RA02,NRO,Northern,Jordan River,N,RA,Jordan River,208010301,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030102,RL_03_231071,VI,,,Yes,,,1,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-KES002.59,,FALSE,38.730217,-78.247256,Rt. 614 (Keyser Run Rd) next to road,66,Blue Ridge,66a,Northern Igneous Ridges,RA12,NRO,Northern,Covington River,N,RA,Covington River,208010303,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030302,RL_03_212019,III,,,,,,1,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-KIN000.94,,FALSE,38.42215833,-78.38054722,Along Rt. 615 (Bluff Mountain Rd.),66,Blue Ridge,66a,Northern Igneous Ridges,RA24,NRO,Northern,Rapidan River-Garth Run,N,RA,Garth Run-Rapidan River,208010307,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030701,RL_03_208528,VI,,,Yes,,,1,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-LAU000.22,3-LAU000.22_2017,FALSE,38.48942,-78.422499,near the confluence with Rapidan River,66,Blue Ridge,66a,Northern Igneous Ridges,RA24,NRO,Northern,Rapidan River-Garth Run,N,RA,Garth Run-Rapidan River,208010307,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030701,RL_03_208486,VI,,,Yes,,1,1,2.01,776,1160,948.6478037,91.22204482,384,0,36.30439377,14.07227793,6.011174441,36.30439377,1320.83,1320.83,52.00120918,52.00120918,
Ref,VDEQ_BUG,3-NIC000.38,,FALSE,37.65683333,-76.65738889,Nickleberry Swamp at Rt. 17 southbound,65,Southeastern Plains,65m,Rolling Coastal Plain,RA69,PRO,Piedmont,Rappahannock River-Lagrange Creek,T,RA,Lagrange Creek-Rappahannock River,208010406,Rappahannock River Basin,3,Rappahannock,Middlesex,119,20801040603,,,,,,,,,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-PIS008.15,,FALSE,37.88161111,-76.88736111,"Piscataway Ck, Downstream of Rt 691 Brg",65,Southeastern Plains,65m,Rolling Coastal Plain,RA61,PRO,Piedmont,Piscataway Creek,T,RA,Piscataway Creek,208010404,Rappahannock River Basin,3,Rappahannock,Essex,57,20801040405,RL_03_288267,III,,,,,,,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-PIY000.01,,FALSE,38.67793889,-78.23363889,10 yds. above conf. w/ N.Fk. Thornton R.,64,Northern Piedmont,64c,Piedmont Uplands,RA11,NRO,Northern,Thornton River-Piney River,N,RA,Piney River-Thornton River,208010303,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030301,RL_03_212027,III,,,,,,1,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-PIY003.27,3-PIY003.27_2015,FALSE,38.70296389,-78.26866944,~1.6 RM US of Rt. 653 (Sycamore Ridge),66,Blue Ridge,66a,Northern Igneous Ridges,RA11,NRO,Northern,Thornton River-Piney River,N,RA,Piney River-Thornton River,208010303,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030301,RL_03_212040,VI,ESW-17,,Yes,Yes,1,1,4.725195437,372,1057,696.09343,170.8484805,685,0,37.33578873,14.65221482,6.531563909,37.33578873,1261.39,1151.35,,45.32876464,49.66105044
Ref,VDEQ_BUG,3-POH003.67,,FALSE,38.526308,-78.277647,Rt. 645 (Rider Hollow Ln.),64,Northern Piedmont,64c,Piedmont Uplands,RA08,NRO,Northern,Hughes River,N,RA,Hughes River,208010304,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030401,RL_03_210429,III,,,,,,1,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-RAG000.98,,FALSE,38.527278,-78.278933,Rt. 645 (Rider Hollow Ln.),64,Northern Piedmont,64c,Piedmont Uplands,RA08,NRO,Northern,Hughes River,N,RA,Hughes River,208010304,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030401,RL_03_210421,VI,,,Yes,,,1,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-RAP015.25,3-RAP015.25_2014,FALSE,38.3714,-77.7808,0.8 rm upstream of Rt. 3,45,Piedmont,45e,Northern Inner Piedmont,RA42,NRO,Northern,Rapidan River-Fields Run,N,RA,Fields Run-Rapidan River,208010311,Rappahannock River Basin,3,Rappahannock,Culpeper,47,20801031103,RL_03_221550,III,PWS,Yes,,,5,5,633.5900129,51,1231,225.3661663,205.8916178,1180,0,46.53776169,6.672185217,6.361872246,46.53776169,194105.01,1060.55,7641.933654,41.75395956,
Ref,VDEQ_BUG,3-RAP051.21,3-RAP051.21_2015,FALSE,38.2646,-78.1808,~4.1 RM DS of Rt. 231-east of island,64,Northern Piedmont,64a,Triassic Lowlands,RA30,NRO,Northern,Rapidan River-Poplar Run,N,RA,Poplar Run-Rapidan River,208010308,Rappahannock River Basin,3,Rappahannock,Orange,137,20801030804,RL_03_206774,III,PWS,Yes,,,4,4,200.249076,97,1176,319.8565532,249.26763,1079,0,46.53776169,8.989124439,7.531953659,46.53776169,64999.7,1098.4,2559.044689,43.24411784,
Ref,VDEQ_BUG,3-RAP066.54,,FALSE,38.27972222,-78.34111111,Rt. # 29  (Seminole Trail),64,Northern Piedmont,64c,Piedmont Uplands,RA26,NRO,Northern,Rapidan River-South River,N,RA,South River-Rapidan River,208010307,Rappahannock River Basin,3,Rappahannock,Greene,79,20801030703,RL_03_205041,III,,,,,,3,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-RAP088.21,3-RAP088.21_2015,FALSE,38.48708889,-78.4067,Just US of clearing at park boundary,66,Blue Ridge,66a,Northern Igneous Ridges,RA24,NRO,Northern,Rapidan River-Garth Run,N,RA,Garth Run-Rapidan River,208010307,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030701,RL_03_208826,VI,,,Yes,,2,2,4.897203948,680,1166,934.3769946,99.62214795,486,0,38.29496384,13.68137143,6.209531882,38.29496384,1320.83,1320.83,,52.00120918,52.00120918
Ref,VDEQ_BUG,3-ROB009.93,,FALSE,38.38088889,-78.14903889,Rt. 632 (Beahm Town Rd.),64,Northern Piedmont,64c,Piedmont Uplands,RA34,NRO,Northern,Robinson River-Deep Run,N,RA,Deep Run-Robinson River,208010309,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030904,RL_03_211099,III,,,,,,4,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-ROB017.24,,FALSE,38.41161111,-78.24005556,Rt. # 638 (Hebron Church Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA32,NRO,Northern,Robinson River-Leathers Run,N,RA,Leathers Run-Robinson River,208010309,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030902,RL_03_210148,III,,,,,,3,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-ROE000.75,,FALSE,38.48205555,-78.32194444,Private Rd w/access (Trout Stocking Site,64,Northern Piedmont,64c,Piedmont Uplands,RA31,NRO,Northern,Robinson River-Rose River,N,RA,Rose River-Robinson River,208010309,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030901,RL_03_208864,V,,,Yes,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-ROE004.07,,FALSE,38.51080556,-78.35602778,Rt. # 670 (Upper Bridge),66,Blue Ridge,66a,Northern Igneous Ridges,RA31,NRO,Northern,Robinson River-Rose River,N,RA,Rose River-Robinson River,208010309,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030901,RL_03_208883,VI,,,Yes,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-RPP120.05,,FALSE,38.335386,-77.566481,5.39 miles upstream 95,45,Piedmont,45f,Northern Outer Piedmont,RA45,NRO,Northern,Rappahannock River-Motts Run,N,RA,Motts Run-Rappahannock River,208010401,Rappahannock River Basin,3,Rappahannock,,,20801040101,RL_03_220247,III,PWS,Yes,,,,5,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-RPP186.59,,FALSE,38.83777778,-78.10555556,Rt. # 635  (Hume Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA01,NRO,Northern,Rappahannock River-Buck Run,N,RA,Buck Run-Rappahannock River,208010301,Rappahannock River Basin,3,Rappahannock,Fauquier,61,20801030101,RL_03_232138,III,,,,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-RUS003.23,,FALSE,38.685,-78.14669444,Rt. # 621  (Hunters Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA12,NRO,Northern,Covington River,N,RA,Covington River,208010303,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030302,RL_03_212953,III,,,,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-RUS006.49,,FALSE,38.71933333,-78.15669444,Rt. # 628  (Fodderstack Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA12,NRO,Northern,Covington River,N,RA,Covington River,208010303,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030302,RL_03_212184,III,,,,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-SOT001.00,,FALSE,38.29166667,-78.3725,Rt. # 619  (Dundee Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA26,NRO,Northern,Rapidan River-South River,N,RA,South River-Rapidan River,208010307,Rappahannock River Basin,3,Rappahannock,Greene,79,20801030703,RL_03_204740,III,PWS,Yes,,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-THO014.37,,FALSE,38.65425,-78.13111111,Rt. # 626  (Wharton Hollow Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA11,NRO,Northern,Thornton River-Piney River,N,RA,Piney River-Thornton River,208010303,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030301,RL_03_213264,III,,,,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-THO024.12,,FALSE,38.65415,-78.24514167,Rt. # 667  (Woodward Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA11,NRO,Northern,Thornton River-Piney River,N,RA,Piney River-Thornton River,208010303,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030301,RL_03_212043,III,,,,,,1,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-TOT012.53,,FALSE,37.91006667,-76.61561944,Totuskey Creek at Rt. 607,65,Southeastern Plains,65m,Rolling Coastal Plain,RA64,PRO,Piedmont,Totuskey Creek,T,RA,Totuskey Creek,208010405,Rappahannock River Basin,3,Rappahannock,Richmond,159,20801040502,RL_03_290313,III,,,,,,,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,3-XMR002.02,,FALSE,38.804439,-78.143889,Mill Hill Rd.,64,Northern Piedmont,64c,Piedmont Uplands,RA02,NRO,Northern,Jordan River,N,RA,Jordan River,208010301,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030102,RL_03_231618,III,,,,,,,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4ABKN008.26,4ABKN008.26_2015,FALSE,36.86619444,-79.49858333,Bearskin Ck upstream of Rte 800,45,Piedmont,45e,Northern Inner Piedmont,RD53,BRRO,Blue Ridge,Bearskin Creek,N,RD,Bearskin Creek,301010501,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,30101050102,RL_4A_082659,III,PWS,Yes,,,1,1,1.386531978,246,300,275.6033077,11.09124539,54,0,10.62474823,3.056529168,1.553084036,10.62474823,1133.5,1133.5,44.62600835,44.62600835,
Ref,VDEQ_BUG,4ABLG001.95,4ABLG001.95_2014,FALSE,37.1527,-80.176,Along Rt. 631,66,Blue Ridge,66e,Southern Sedimentary Ridges,RU02,BRRO,Blue Ridge,Bottom Creek,N,RU,Bottom Creek,301010101,Roanoke River Basin,4A,Roanoke,Roanoke,161,30101010102,RL_4A_052442,VI,"pH-6.5-9.5, ",,Yes,,2,2,3.124308402,831,1196,1021.664624,76.12399754,365,0.355126977,47.51517487,15.21986161,6.557947602,47.16004789,1075.63,1075.63,42.34766066,42.34766066,
Ref,VDEQ_BUG,4ABTM000.04,,FALSE,37.1017,-80.2194,Rt. 637 Bridge,66,Blue Ridge,66c,New River Plateau,RU02,BRRO,Blue Ridge,Bottom Creek,N,RU,Bottom Creek,301010101,Roanoke River Basin,4A,Roanoke,Montgomery,121,30101010102,RL_4A_052579,VI,"pH-6.5-9.5, ",,Yes,,,3,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4ABTM004.48,,FALSE,37.1315,-80.18030556,Upstream of RT 669 bridge,66,Blue Ridge,66c,New River Plateau,RU02,BRRO,Blue Ridge,Bottom Creek,N,RU,Bottom Creek,301010101,Roanoke River Basin,4A,Roanoke,Montgomery,121,30101010102,RL_4A_052411,VI,"pH-6.5-9.5, ",,Yes,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4ABTM008.98,4ABTM008.98_2017,FALSE,37.161292,-80.143186,Bottom Cr. At rivermile 8.98,66,Blue Ridge,66c,New River Plateau,RU02,BRRO,Blue Ridge,Bottom Creek,N,RU,Bottom Creek,301010101,Roanoke River Basin,4A,Roanoke,Roanoke,161,30101010102,RL_4A_052353,VI,"pH-6.5-9.5, ",,Yes,,1,1,3.992319593,809,1194,939.610639,89.56285652,385,0,32.81726074,13.40084352,6.723505602,32.81726074,1024.11,1211.48,40.31931311,47.69608875,
Ref,VDEQ_BUG,4ACAS003.45,4ACAS003.45_2012,FALSE,36.5595,-79.67980556,Cascade Cr @ rt 622 (Cascade Road),45,Piedmont,45g,Triassic Basins,RD31,BRRO,Blue Ridge,Cascade Creek,N,RD,Cascade Creek,301010309,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,30101030902,RL_4A_056364,IV,PWS,Yes,,,3,3,21.97678042,168,316,239.0553012,29.55960235,148,0,19.68086624,4.977916503,2.702491815,19.68086624,7876.49,310.0981989,,44.20081127,1122.7
Ref,VDEQ_BUG,4ACAS003.45,4ACAS003.45_2016,FALSE,36.5595,-79.67980556,Cascade Cr @ rt 622 (Cascade Road),45,Piedmont,45g,Triassic Basins,RD31,BRRO,Blue Ridge,Cascade Creek,N,RD,Cascade Creek,301010309,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,30101030902,RL_4A_056364,IV,PWS,Yes,,,3,3,21.97678042,168,316,239.0553012,29.55960235,148,0,19.68086624,4.977916503,2.702491815,19.68086624,7876.49,310.0981989,,44.20081127,1122.7
Ref,VDEQ_BUG,4ACEC001.24,4ACEC001.24_2010,FALSE,36.98821111,-79.55127222,Upstr. of Yorkshire Dr. (Rt. 777),45,Piedmont,45e,Northern Inner Piedmont,RU37,BRRO,Blue Ridge,Pigg River-Fryingpan Creek,N,RU,Fryingpan Creek-Pigg River,301010110,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,30101011002,RL_4A_087306,III,,,,,3,3,2.674660437,215,592,313.5308685,68.8280732,377,0,35.85752487,10.04693441,6.906463201,35.85752487,1114.61,1098.54,43.88230716,43.24962965,
Ref,VDEQ_BUG,4ACNT003.84,4ACNT003.84_2010,FALSE,36.92069722,-79.773,Upstr of ford on Jeep Trail,45,Piedmont,45e,Northern Inner Piedmont,RU31,BRRO,Blue Ridge,Big Chestnut Creek,N,RU,Big Chestnut Creek,301010108,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010803,,,,,,,4,4,58.23216186,243,606,352.9560476,48.71993905,363,0,46.27470779,7.217222857,4.837844951,46.27470779,18739.33,1140.2,737.769296,44.88978802,
Ref,VDEQ_BUG,4ADAN183.06,4ADAN183.06_2004,FALSE,36.65003611,-80.44773056,Off Rt. 648 upstream of Roaring Cr. Mout,66,Blue Ridge,66d,Southern Crystalline Ridges and Mountains,RD02,BRRO,Blue Ridge,Dan River-Archies Creek,N,RD,Archies Creek-Dan River,301010301,Roanoke River Basin,4A,Roanoke,Patrick,141,30101030102,RL_4A_044297,V,,,Yes,,3,3,39.49315898,435,1046,861.2353194,78.34202643,611,0,60.48046494,10.93525295,8.266312733,60.48046494,17730.33,1302.99,698.0448651,51.2988466,
Ref,VDEQ_BUG,4ADAN199.71,4ADAN199.71_2014,FALSE,36.7024,-80.3995,Between Rt. 601 & Rt. 639,66,Blue Ridge,66c,New River Plateau,RD01,BRRO,Blue Ridge,Dan River-Ivy Creek,N,RD,Ivy Creek-Dan River,301010301,Roanoke River Basin,4A,Roanoke,Patrick,141,30101030101,RL_4A_044336,IV,,,,,2,2,11.27346075,796,1046,915.4579606,39.39550596,250,0,32.90381622,8.540879763,4.493811083,32.90381622,4853.69,1420.51,191.0902607,55.92562075,
Ref,VDEQ_BUG,4ADAY003.97,,FALSE,37.40947778,-79.75106111,NORTH OF RT. 697-USFS ACCESS OFF RT. 460,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,RU39,BRRO,Blue Ridge,Goose Creek-North Fork Goose Creek,N,RU,North Fork Goose Creek-Goose Creek,301010111,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011101,RL_4A_070966,V,,,Yes,,,2,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4AELT000.86,,FALSE,37.11888889,-80.27638889,ROUTE 639 AT BRIDGE,67,Ridge and Valley,67i,Southern Dissected Ridges and Knobs,RU04,BRRO,Blue Ridge,Elliott Creek,N,RU,Elliott Creek,301010101,Roanoke River Basin,4A,Roanoke,Montgomery,121,30101010104,RL_4A_051813,IV,"pH-6.5-9.5, ",,,,,,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4AFRV017.85,4AFRV017.85_2013,FALSE,37.19569444,-78.9505,Falling River just upstream of Rte 615,45,Piedmont,45g,Triassic Basins,RU69,BRRO,Blue Ridge,Falling River-Suck Creek,N,RU,Suck Creek-Falling River,301010202,Roanoke River Basin,4A,Roanoke,Campbell,31,30101020205,RL_4A_104511,III,,,,,4,4,111.4779091,128,437,223.7243315,31.97865203,309,0,39.70933914,5.085969322,3.060094061,39.70933914,31399.17,1079.14,1236.188463,42.48584971,
Ref,VDEQ_BUG,4AFSF013.80,4AFSF013.80_2018,FALSE,37.297658,-79.013206,S F Falling R S of Rt 656/737 intersect,45,Piedmont,45e,Northern Inner Piedmont,RU67,BRRO,Blue Ridge,South Fork Falling River-Button Creek,N,RU,Button Creek-South Fork Falling River,301010202,Roanoke River Basin,4A,Roanoke,Campbell,31,30101020203,RL_4A_118149,III,,,,,3,,9.594550691,193,421,252.722873,32.08577219,228,0,31.89638138,5.292934033,3.856632218,31.89638138,3245.19,1084.37,127.7634548,42.69175534,
Ref,VDEQ_BUG,4AGCR000.01,,FALSE,37.05416667,-80.085,RT. 739 BRIDGE AT ALGOMA (FRANKLIN CO.),45,Piedmont,45e,Northern Inner Piedmont,RU21,BRRO,Blue Ridge,South Fork Blackwater River,N,RU,South Fork Blackwater River,301010105,Roanoke River Basin,4A,Roanoke,Franklin,67,30101010502,RL_4A_058856,VI,NEW-1,,Yes,,,1,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4AGOS000.71,,FALSE,37.0975,-80.2147,Along Rt. 653,66,Blue Ridge,66c,New River Plateau,RU01,BRRO,Blue Ridge,Goose Creek-Lick Fork,N,RU,Lick Fork-Goose Creek,301010101,Roanoke River Basin,4A,Roanoke,Floyd,63,30101010101,RL_4A_052574,V,"pH-6.5-9.5, ",,Yes,,,,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4AGSE021.57,4AGSE021.57_2016,FALSE,37.22226111,-79.58043611,Dnstr. of Rt. 24,45,Piedmont,45e,Northern Inner Piedmont,RU41,BRRO,Blue Ridge,Goose Creek-Wolf Creek,N,RU,Wolf Creek-Goose Creek,301010111,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011103,RL_4A_089164,III,PWS,Yes,,,4,4,135.6006586,199,838,360.3803661,115.2969381,639,0,46.94818878,10.25665059,6.784878594,46.94818878,42351.94,1068.49,1667.400113,42.06655815,
Ref,VDEQ_BUG,4AIVV002.00,4AIVV002.00_2010,FALSE,36.68264167,-80.36998889,Btwn Rts 610 & 639 upst of Talbott Resv,66,Blue Ridge,66d,Southern Crystalline Ridges and Mountains,RD01,BRRO,Blue Ridge,Dan River-Ivy Creek,N,RD,Ivy Creek-Dan River,301010301,Roanoke River Basin,4A,Roanoke,Patrick,141,30101030101,,,,,,,2,2,5.5619555,799,956,871.1895539,30.52962269,157,0,26.23528862,7.329241001,3.782889293,26.23528862,3059.86,1529.93,120.4669942,60.23349709,
Ref,VDEQ_BUG,4ALBT003.07,4ALBT003.07_2004,FALSE,36.79234722,-80.16526389,Upstream of Rt. 705 Crossing,45,Piedmont,45e,Northern Inner Piedmont,RD20,BRRO,Blue Ridge,Smith River/Philpott Reservoir,N,RD,Philpott Reservoir-Smith River,301010306,Roanoke River Basin,4A,Roanoke,Patrick,141,30101030606,,,,,,,2,2,2.114631222,348,484,413.1835856,25.07319226,136,0,25.5133934,8.515041729,4.134979167,25.5133934,3800.73,1252.39,149.6351202,49.30671954,
Ref,VDEQ_BUG,4ALOA000.62,,FALSE,37.075275,-79.466786,Long Branch @ Rte 733,45,Piedmont,45e,Northern Inner Piedmont,RU38,BRRO,Blue Ridge,Roanoke River/Leesville Lake-Old Womans Creek,N,RU,Old Womans Creek-Leesville Lake,301010113,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011302,RL_4A_087681,III,,,,,,,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4AOST002.01,,FALSE,37.47176111,-79.51448889,Rt. 765 Crossing,66,Blue Ridge,66a,Northern Igneous Ridges,RU50,BRRO,Blue Ridge,North Otter Creek,N,RU,North Otter Creek,301010114,Roanoke River Basin,4A,Roanoke,Bedford,19,30101011402,RL_4A_110529,VI,,,Yes,,,1,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4APGG011.14,4APGG011.14_2012,FALSE,36.9326,-79.5383,"Off Rt. 750, dnstr of Tomahawk Cr",45,Piedmont,45e,Northern Inner Piedmont,RU36,BRRO,Blue Ridge,Pigg River-Tomahawk Creek,N,RU,Tomahawk Creek-Pigg River,301010110,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,30101011001,,,,,,,5,5,340.0304617,187,846,328.6221548,79.18532915,659,0,52.8408699,6.522645469,4.501989907,52.8408699,111237.03,1105.14,4379.412995,43.50947231,
Ref,VDEQ_BUG,4ARAB006.49,,FALSE,37.018322,-79.275692,Reed Creek @ Rte 642,45,Piedmont,45e,Northern Inner Piedmont,RU48,BRRO,Blue Ridge,Roanoke River-Reed Creek,N,RU,Reed Creek-Roanoke River,301010113,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,30101011305,RL_4A_090231,III,PWS,Yes,,,,,,,,,,,,,,,,,,,,
Ref,VDEQ_BUG,4ARBC005.93,,FALSE,36.89013055,-80.15003056,Along Rt. 793 (Runnett Bag Rd),45,Piedmont,45e,Northern Inner Piedmont,RD18,BRRO,Blue Ridge,Rennet Bag Creek-Otter Creek,N,RD,Otter Creek-Rennet Bag Creek,301010306,Roanoke River Basin,4A,Roanoke,Franklin,67,30101030604,RL_4A_047953,VI,,,Yes,,,2,,,,,,,,,,,,,,,,
